status,old_path,new_path,reason
ready,output_md/z非热门产品/香港保险行业资讯_2026年3月5日，香港太平洋推出保证分红30年储蓄险——鑫..._20260426_190015.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年3月5日，香港太平洋推出保证分红30年储蓄险——鑫..._190015.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月13日，香港富卫推出终身寿险——创逸致富（丰裕..._20260426_183327.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月13日，香港富卫推出终身寿险——创逸致富（丰裕..._183327.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月15日，香港保诚保险公司停售储蓄险——隽宝_20260426_190017.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月15日，香港保诚保险公司停售储蓄险——隽宝_190017.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月15日，香港保诚保险公司推出储蓄险【駿誉财富】_20260426_183326.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月15日，香港保诚保险公司推出储蓄险【駿誉财富】_183326.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月1日，香港中银人寿推出储蓄险【薪粹传承】_20260426_190011.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月1日，香港中银人寿推出储蓄险【薪粹传承】_190011.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月20日，香港万通保险公司推出储蓄险【富饶传家】_20260426_190008.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月20日，香港万通保险公司推出储蓄险【富饶传家】_190008.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月20日，香港宏利推出「投保第1个月开始取钱」年..._20260426_190009.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月20日，香港宏利推出「投保第1个月开始取钱」年..._190009.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月27日，香港周大福保险公司推出储蓄险【匠心飞越..._20260427_160002.md,output_md/z非热门产品/260427_香港保险行业资讯_2026年4月27日，香港周大福保险公司推出储蓄险【匠心飞越..._160002.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月29日，香港保诚保险公司停售终身寿险【自主未来..._20260426_190006.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年4月29日，香港保诚保险公司停售终身寿险【自主未来..._190006.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年4月29日，香港保诚保险公司推出终身寿险【自主未来..._20260503_162155.md,output_md/z非热门产品/260503_香港保险行业资讯_2026年4月29日，香港保诚保险公司推出终身寿险【自主未来..._162155.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年5月4日，香港太平洋推出储蓄险【世代悦享3】_20260503_162153.md,output_md/z非热门产品/260503_香港保险行业资讯_2026年5月4日，香港太平洋推出储蓄险【世代悦享3】_162153.md,可改名
